household_size,has_ac,season_hot,season_rainy,weekend_ratio,energy_consumption_kwh
5,0,0,0,0.25806451612903225,12.1
1,1,1,0,0.3,5.5
4,1,1,0,0.3,16.0
3,0,0,1,0.3225806451612903,8.2
5,0,1,0,0.2903225806451613,9.6
5,1,1,0,0.3,19.4
3,0,1,0,0.3225806451612903,8.4
6,1,1,0,0.3225806451612903,20.0
1,1,0,0,0.25806451612903225,4.4
2,0,0,0,0.25806451612903225,4.3
3,1,0,1,0.3225806451612903,6.9
1,1,0,0,0.25806451612903225,4.4
1,1,0,0,0.3333333333333333,5.1
5,0,0,0,0.2857142857142857,9.7
1,1,1,0,0.3,0.9
4,0,0,0,0.25806451612903225,10.8
2,1,1,0,0.3225806451612903,5.5
5,0,1,0,0.2903225806451613,11.3
2,1,0,1,0.25806451612903225,7.8
4,0,0,1,0.3225806451612903,7.8
3,1,0,1,0.3225806451612903,13.1
4,0,0,1,0.25806451612903225,13.7
4,1,0,0,0.25806451612903225,13.4
3,1,0,1,0.25806451612903225,11.0
2,0,0,1,0.25806451612903225,5.8
3,0,0,0,0.3333333333333333,6.1
1,0,0,1,0.25806451612903225,2.7
6,1,1,0,0.3,20.0
2,0,0,1,0.26666666666666666,6.6
3,1,0,1,0.3225806451612903,7.5
5,1,0,0,0.2857142857142857,17.7
5,0,1,0,0.3,12.3
3,1,0,1,0.25806451612903225,11.3
1,1,0,1,0.25806451612903225,4.7
5,0,0,0,0.25806451612903225,10.8
1,0,1,0,0.3,1.5
5,0,0,0,0.3333333333333333,12.1
5,0,0,1,0.25806451612903225,10.1
1,1,0,0,0.2857142857142857,2.7
2,1,0,0,0.3333333333333333,8.4
5,0,0,1,0.26666666666666666,13.2
5,1,0,1,0.26666666666666666,16.1
5,0,0,1,0.25806451612903225,12.2
5,1,0,1,0.26666666666666666,17.0
6,0,0,0,0.25806451612903225,15.7
4,1,0,1,0.25806451612903225,14.3
6,1,1,0,0.3225806451612903,20.0
5,1,0,1,0.25806451612903225,17.8
5,1,0,0,0.3333333333333333,20.0
4,0,1,0,0.26666666666666666,11.8
6,0,0,1,0.3225806451612903,14.3
3,0,0,0,0.2857142857142857,5.9
5,0,1,0,0.3225806451612903,14.0
6,1,0,1,0.25806451612903225,20.0
6,0,1,0,0.3,13.8
3,0,0,0,0.2857142857142857,5.7
3,1,0,0,0.3333333333333333,9.6
1,0,1,0,0.2903225806451613,1.1
2,1,0,1,0.26666666666666666,5.5
3,0,0,0,0.25806451612903225,9.5
6,1,1,0,0.26666666666666666,20.0
5,1,0,1,0.25806451612903225,15.3
4,0,0,1,0.25806451612903225,9.9
6,0,1,0,0.3225806451612903,17.8
4,0,1,0,0.26666666666666666,8.2
4,0,0,0,0.25806451612903225,8.3
4,1,1,0,0.3225806451612903,14.8
1,0,0,1,0.26666666666666666,2.5
2,0,0,0,0.25806451612903225,3.7
3,0,0,0,0.25806451612903225,9.6
3,1,0,1,0.3225806451612903,13.0
6,0,1,0,0.2903225806451613,15.4
4,0,0,1,0.25806451612903225,13.4
3,0,0,1,0.25806451612903225,6.1
3,0,0,0,0.25806451612903225,6.6
4,1,0,0,0.25806451612903225,14.6
1,1,0,1,0.25806451612903225,4.3
6,1,0,1,0.26666666666666666,18.3
6,0,0,1,0.3225806451612903,13.9
1,0,0,1,0.26666666666666666,3.1
3,0,0,1,0.25806451612903225,5.4
4,1,0,0,0.25806451612903225,12.8
3,0,0,1,0.25806451612903225,5.1
6,1,0,1,0.25806451612903225,20.0
1,1,0,1,0.26666666666666666,1.6
6,1,0,1,0.25806451612903225,20.0
4,1,1,0,0.26666666666666666,13.3
2,0,0,0,0.3333333333333333,4.6
2,1,1,0,0.26666666666666666,6.3
6,0,0,0,0.25806451612903225,13.1
6,1,0,0,0.2857142857142857,20.0
6,0,1,0,0.2903225806451613,13.6
4,1,1,0,0.2903225806451613,14.6
5,0,0,0,0.2857142857142857,12.5
2,1,1,0,0.3225806451612903,6.9
4,0,0,1,0.3225806451612903,9.6
3,1,0,1,0.3225806451612903,10.1
1,0,1,0,0.3225806451612903,3.3
3,0,0,1,0.25806451612903225,7.9
5,0,0,0,0.25806451612903225,11.4
2,1,1,0,0.2903225806451613,6.5
2,1,0,0,0.2857142857142857,9.0
6,1,0,0,0.2857142857142857,20.0
4,0,1,0,0.2903225806451613,8.9
2,1,0,1,0.25806451612903225,7.5
2,0,1,0,0.3,6.5
6,1,1,0,0.2903225806451613,20.0
3,1,1,0,0.2903225806451613,10.3
4,0,0,1,0.26666666666666666,9.3
3,1,0,1,0.25806451612903225,12.3
3,0,0,0,0.2857142857142857,9.3
3,1,1,0,0.3225806451612903,12.7
5,1,1,0,0.3225806451612903,15.6
6,1,0,0,0.2857142857142857,18.9
4,0,1,0,0.3,11.6
3,1,0,0,0.2857142857142857,9.5
2,1,0,0,0.25806451612903225,11.4
2,1,1,0,0.3,6.9
5,1,1,0,0.26666666666666666,16.3
4,0,0,1,0.26666666666666666,10.2
1,0,1,0,0.26666666666666666,4.2
3,1,1,0,0.26666666666666666,8.1
5,1,0,0,0.25806451612903225,17.2
3,0,0,0,0.25806451612903225,6.1
4,1,0,1,0.25806451612903225,17.0
2,1,1,0,0.2903225806451613,8.9
1,0,1,0,0.3225806451612903,2.5
5,1,0,1,0.3225806451612903,16.7
5,1,1,0,0.2903225806451613,17.6
1,1,0,0,0.25806451612903225,6.1
5,0,0,0,0.25806451612903225,13.1
1,1,0,1,0.26666666666666666,3.2
1,1,0,1,0.25806451612903225,3.8
4,0,0,0,0.2857142857142857,12.5
4,0,0,1,0.25806451612903225,11.3
1,0,0,0,0.2857142857142857,3.0
1,0,0,0,0.25806451612903225,3.4
4,1,0,0,0.3333333333333333,15.2
1,0,1,0,0.2903225806451613,3.3
5,1,0,1,0.25806451612903225,17.5
4,1,1,0,0.2903225806451613,12.6
4,1,0,1,0.26666666666666666,13.7
3,1,1,0,0.3225806451612903,11.5
3,1,1,0,0.2903225806451613,11.6
2,0,1,0,0.26666666666666666,6.4
6,0,1,0,0.3,16.1
3,1,1,0,0.26666666666666666,11.8
2,0,0,0,0.25806451612903225,2.5
6,0,1,0,0.26666666666666666,14.3
3,1,0,1,0.25806451612903225,10.1
2,0,0,0,0.2857142857142857,6.5
2,1,0,1,0.25806451612903225,9.9
5,0,1,0,0.3225806451612903,11.0
3,1,0,0,0.25806451612903225,11.2
3,0,0,0,0.3333333333333333,9.4
2,0,1,0,0.26666666666666666,3.4
6,0,1,0,0.26666666666666666,14.4
2,0,0,1,0.3225806451612903,5.9
4,1,1,0,0.3,15.9
5,0,1,0,0.3225806451612903,10.0
5,1,1,0,0.3,19.2
5,1,0,1,0.26666666666666666,16.1
6,1,1,0,0.3,20.0
3,0,1,0,0.3225806451612903,6.7
1,1,1,0,0.3,6.0
2,1,0,1,0.25806451612903225,8.3
6,0,1,0,0.26666666666666666,15.0
6,1,1,0,0.26666666666666666,20.0
2,1,1,0,0.3225806451612903,8.6
5,0,0,1,0.25806451612903225,12.1
3,0,0,0,0.2857142857142857,6.8
2,1,0,0,0.2857142857142857,8.0
5,1,0,0,0.25806451612903225,20.0
1,1,0,0,0.3333333333333333,5.2
2,1,0,0,0.3333333333333333,8.7
4,1,0,1,0.3225806451612903,11.1
3,1,1,0,0.26666666666666666,11.2
6,1,0,1,0.25806451612903225,20.0
6,1,1,0,0.3,20.0
4,1,0,1,0.3225806451612903,12.6
3,0,0,1,0.25806451612903225,4.0
3,0,1,0,0.3,8.2
4,1,0,1,0.25806451612903225,14.0
1,0,0,0,0.2857142857142857,3.1
3,1,0,1,0.25806451612903225,13.0
1,1,1,0,0.3225806451612903,4.4
3,0,0,0,0.3333333333333333,9.4
3,0,0,0,0.25806451612903225,9.1
2,0,0,1,0.26666666666666666,7.2
4,1,0,1,0.25806451612903225,16.0
6,0,0,0,0.25806451612903225,14.7
4,0,0,1,0.3225806451612903,10.1
4,1,1,0,0.3225806451612903,14.3
3,0,0,0,0.2857142857142857,4.4
1,1,0,0,0.25806451612903225,2.4
1,1,0,0,0.3333333333333333,3.2
2,0,1,0,0.2903225806451613,6.7
4,1,0,0,0.25806451612903225,16.2
5,0,0,1,0.25806451612903225,11.3
6,0,1,0,0.2903225806451613,13.8
4,1,0,0,0.2857142857142857,14.1
1,1,1,0,0.3,4.3
5,0,0,0,0.25806451612903225,13.5
6,1,0,0,0.25806451612903225,20.0
5,0,0,0,0.25806451612903225,13.5
5,0,0,0,0.2857142857142857,9.6
2,0,1,0,0.2903225806451613,6.5
2,0,0,1,0.26666666666666666,6.9
2,0,1,0,0.26666666666666666,4.5
4,1,1,0,0.26666666666666666,14.7
2,0,1,0,0.3225806451612903,4.1
3,1,0,1,0.3225806451612903,12.0
3,1,0,0,0.25806451612903225,13.0
6,1,0,1,0.25806451612903225,20.0
3,0,0,1,0.26666666666666666,8.1
2,1,1,0,0.2903225806451613,5.7
5,0,0,1,0.26666666666666666,11.7
6,0,0,1,0.25806451612903225,13.2
3,0,0,0,0.3333333333333333,8.0
3,1,1,0,0.26666666666666666,12.9
6,1,1,0,0.3225806451612903,20.0
6,1,0,0,0.25806451612903225,19.3
5,0,0,0,0.25806451612903225,11.5
1,0,0,0,0.25806451612903225,3.2
2,0,1,0,0.3,5.7
2,1,0,0,0.25806451612903225,7.7
6,0,0,1,0.3225806451612903,15.8
2,0,1,0,0.2903225806451613,4.5
5,0,0,0,0.25806451612903225,12.5
3,1,0,0,0.25806451612903225,8.2
5,1,0,1,0.26666666666666666,20.0
3,1,0,0,0.2857142857142857,10.6
5,0,0,0,0.25806451612903225,12.9
2,1,0,1,0.25806451612903225,8.2
6,1,1,0,0.3,20.0
5,0,0,0,0.25806451612903225,10.6
1,1,0,0,0.2857142857142857,5.2
5,0,1,0,0.3,12.5
1,0,1,0,0.3225806451612903,3.5
6,1,0,0,0.25806451612903225,20.0
4,0,1,0,0.3225806451612903,11.0
5,0,1,0,0.2903225806451613,13.4
1,0,0,1,0.26666666666666666,3.3
4,0,0,0,0.2857142857142857,10.0
6,1,1,0,0.3,20.0
1,0,0,0,0.2857142857142857,1.6
5,0,1,0,0.3,13.0
2,0,0,1,0.26666666666666666,5.7
4,0,0,0,0.25806451612903225,10.9
3,0,0,1,0.25806451612903225,9.4
1,1,0,0,0.3333333333333333,3.0
3,1,0,0,0.3333333333333333,7.7
3,0,0,1,0.25806451612903225,6.9
3,0,0,0,0.2857142857142857,7.9
1,0,0,0,0.25806451612903225,2.5
6,1,1,0,0.3225806451612903,20.0
2,1,1,0,0.3,6.7
6,1,0,1,0.26666666666666666,20.0
5,1,0,0,0.3333333333333333,18.8
6,0,0,1,0.25806451612903225,16.0
2,0,0,1,0.26666666666666666,6.1
2,1,1,0,0.26666666666666666,10.2
3,1,0,0,0.3333333333333333,14.2
2,0,0,1,0.26666666666666666,5.8
1,1,1,0,0.3225806451612903,4.4
2,1,1,0,0.3225806451612903,8.5
6,1,1,0,0.26666666666666666,18.6
3,1,0,0,0.25806451612903225,8.2
4,0,0,1,0.25806451612903225,12.3
1,1,0,1,0.26666666666666666,5.3
6,0,0,1,0.3225806451612903,14.7
3,1,1,0,0.26666666666666666,8.9
5,1,0,1,0.26666666666666666,17.3
1,1,0,1,0.25806451612903225,2.8
3,0,0,0,0.3333333333333333,4.2
3,0,0,1,0.25806451612903225,9.5
6,0,0,1,0.25806451612903225,15.4
1,1,1,0,0.2903225806451613,2.8
6,0,0,1,0.3225806451612903,14.6
1,0,0,1,0.3225806451612903,3.4
1,1,0,0,0.2857142857142857,5.7
5,0,1,0,0.26666666666666666,10.3
4,1,1,0,0.26666666666666666,14.5
6,1,0,1,0.3225806451612903,18.2
3,1,0,0,0.3333333333333333,10.3
5,0,0,0,0.25806451612903225,15.8
5,0,0,1,0.25806451612903225,14.1
2,1,0,1,0.25806451612903225,7.6
4,0,0,1,0.25806451612903225,8.3
2,0,0,1,0.25806451612903225,6.6
2,0,0,0,0.2857142857142857,4.2
6,1,0,0,0.3333333333333333,20.0
1,1,0,1,0.3225806451612903,3.9
1,0,0,1,0.25806451612903225,2.2
5,0,1,0,0.26666666666666666,11.0
2,1,0,1,0.3225806451612903,7.6
5,0,0,1,0.3225806451612903,12.8
5,0,0,0,0.25806451612903225,12.5
3,1,0,0,0.25806451612903225,9.2
5,1,1,0,0.3,16.9
6,1,0,0,0.25806451612903225,20.0
5,1,0,1,0.3225806451612903,19.3
4,0,0,1,0.26666666666666666,8.8
1,0,0,0,0.3333333333333333,1.4
6,0,1,0,0.3,13.4
1,0,0,1,0.25806451612903225,5.4
1,1,0,0,0.3333333333333333,5.0
4,1,1,0,0.3225806451612903,13.0
6,0,0,1,0.26666666666666666,16.0
5,0,0,0,0.2857142857142857,13.9
1,1,0,0,0.25806451612903225,4.3
6,1,1,0,0.26666666666666666,20.0
3,1,1,0,0.2903225806451613,9.5
2,1,0,0,0.25806451612903225,6.9
5,1,0,1,0.25806451612903225,15.9
2,1,1,0,0.26666666666666666,3.6
3,0,1,0,0.2903225806451613,11.3
5,1,0,1,0.3225806451612903,17.5
5,0,0,0,0.3333333333333333,11.6
3,1,0,0,0.2857142857142857,12.3
5,1,0,1,0.25806451612903225,19.4
5,0,0,1,0.26666666666666666,10.8
6,1,0,0,0.3333333333333333,20.0
2,1,0,1,0.25806451612903225,8.3
4,1,1,0,0.26666666666666666,12.1
1,0,0,0,0.3333333333333333,2.0
2,0,1,0,0.3225806451612903,4.2
3,0,0,0,0.2857142857142857,6.8
6,0,0,0,0.25806451612903225,15.5
5,0,1,0,0.3,12.6
1,1,0,0,0.25806451612903225,2.8
2,1,0,0,0.25806451612903225,6.4
1,1,0,1,0.25806451612903225,2.1
4,1,0,0,0.25806451612903225,16.1
2,1,0,0,0.25806451612903225,9.4
3,0,0,0,0.3333333333333333,7.7
3,0,0,0,0.2857142857142857,4.6
5,0,0,0,0.2857142857142857,11.6
1,1,0,0,0.25806451612903225,3.6
4,0,0,0,0.3333333333333333,9.8
2,0,0,1,0.26666666666666666,4.1
3,1,0,1,0.3225806451612903,12.6
5,1,0,0,0.25806451612903225,18.6
4,1,0,0,0.25806451612903225,14.4
6,1,0,0,0.25806451612903225,20.0
4,1,0,1,0.25806451612903225,14.0
3,1,1,0,0.2903225806451613,10.9
5,0,0,0,0.25806451612903225,11.9
4,1,0,0,0.25806451612903225,14.6
1,1,0,1,0.25806451612903225,4.0
3,0,0,1,0.3225806451612903,7.4
1,1,0,0,0.25806451612903225,1.4
6,1,0,0,0.3333333333333333,19.5
1,0,1,0,0.3225806451612903,2.8
5,1,0,0,0.25806451612903225,20.0
4,1,1,0,0.26666666666666666,14.4
2,1,0,1,0.25806451612903225,5.8
1,0,0,0,0.2857142857142857,2.8
1,1,1,0,0.2903225806451613,4.8
2,1,1,0,0.26666666666666666,8.2
1,0,0,0,0.25806451612903225,4.0
3,0,1,0,0.3,7.4
6,0,1,0,0.26666666666666666,15.7
1,1,0,0,0.25806451612903225,2.5
4,1,0,0,0.25806451612903225,15.9
1,1,1,0,0.3,5.5
3,0,0,1,0.3225806451612903,7.5
6,0,1,0,0.2903225806451613,13.1
1,1,1,0,0.3225806451612903,3.8
1,1,0,1,0.26666666666666666,1.7
2,0,1,0,0.2903225806451613,4.4
3,1,0,0,0.25806451612903225,9.5
6,1,0,0,0.25806451612903225,20.0
2,1,1,0,0.3225806451612903,8.3
1,0,1,0,0.3225806451612903,4.1
5,0,0,0,0.2857142857142857,13.8
1,1,0,1,0.25806451612903225,3.6
5,0,0,0,0.3333333333333333,13.4
3,1,1,0,0.2903225806451613,11.4
3,1,0,0,0.3333333333333333,11.1
6,0,0,0,0.3333333333333333,17.0
4,0,0,1,0.3225806451612903,11.8
4,0,1,0,0.3,10.8
5,1,1,0,0.26666666666666666,20.0
1,0,1,0,0.26666666666666666,1.6
3,0,0,0,0.3333333333333333,8.5
3,1,0,0,0.25806451612903225,12.8
1,1,0,1,0.25806451612903225,2.4
6,1,0,1,0.26666666666666666,18.5
4,0,0,1,0.26666666666666666,7.9
3,0,0,0,0.3333333333333333,8.7
3,1,1,0,0.3225806451612903,13.0
6,1,0,1,0.3225806451612903,20.0
6,0,0,1,0.3225806451612903,14.9
4,1,0,1,0.25806451612903225,15.7
1,1,0,1,0.3225806451612903,5.6
4,1,0,1,0.3225806451612903,17.0
1,1,0,1,0.25806451612903225,2.3
2,1,0,1,0.3225806451612903,12.0
6,1,0,1,0.25806451612903225,20.0
2,1,1,0,0.2903225806451613,6.9
5,0,0,1,0.25806451612903225,15.7
3,1,0,0,0.2857142857142857,14.0
2,1,1,0,0.3,6.2
4,1,0,1,0.3225806451612903,12.5
2,1,0,1,0.3225806451612903,5.8
3,0,0,0,0.25806451612903225,10.6
5,0,1,0,0.2903225806451613,11.5
2,1,1,0,0.3225806451612903,8.0
6,0,1,0,0.3,17.0
2,1,0,0,0.25806451612903225,7.3
5,1,0,0,0.3333333333333333,16.3
1,1,0,1,0.25806451612903225,2.0
1,1,0,0,0.3333333333333333,3.3
3,1,1,0,0.2903225806451613,12.0
6,0,0,0,0.3333333333333333,12.8
6,0,1,0,0.2903225806451613,11.2
4,1,0,1,0.25806451612903225,13.2
6,1,0,0,0.2857142857142857,20.0
2,1,1,0,0.2903225806451613,7.9
3,0,0,0,0.2857142857142857,4.3
4,1,0,1,0.25806451612903225,15.8
5,1,0,1,0.3225806451612903,19.3
1,1,1,0,0.3225806451612903,3.5
4,1,0,0,0.25806451612903225,15.0
3,0,1,0,0.2903225806451613,6.4
4,1,0,1,0.26666666666666666,12.4
2,0,0,0,0.2857142857142857,4.6
2,0,0,0,0.25806451612903225,2.2
6,1,0,0,0.25806451612903225,18.3
2,1,1,0,0.3,9.0
6,0,0,1,0.3225806451612903,13.6
1,0,1,0,0.2903225806451613,1.6
5,0,1,0,0.2903225806451613,11.2
3,1,0,0,0.25806451612903225,12.2
3,1,0,1,0.3225806451612903,10.9
5,1,1,0,0.3,18.4
3,1,0,1,0.3225806451612903,12.1
1,0,0,0,0.2857142857142857,2.3
6,1,0,1,0.25806451612903225,20.0
1,1,0,0,0.25806451612903225,3.8
5,1,0,0,0.25806451612903225,16.4
1,0,0,0,0.3333333333333333,4.1
4,1,0,0,0.3333333333333333,12.4
3,1,1,0,0.3225806451612903,11.5
4,0,0,0,0.3333333333333333,10.3
2,1,0,0,0.25806451612903225,5.1
3,1,1,0,0.3,10.2
3,0,0,0,0.25806451612903225,7.4
3,1,1,0,0.26666666666666666,15.0
4,0,0,1,0.3225806451612903,9.2
5,1,0,1,0.3225806451612903,18.6
6,1,1,0,0.26666666666666666,20.0
6,1,0,0,0.2857142857142857,20.0
3,0,1,0,0.26666666666666666,6.6
3,0,0,1,0.3225806451612903,7.3
1,1,1,0,0.3,4.0
1,1,0,0,0.25806451612903225,5.4
6,0,1,0,0.3,15.1
6,0,1,0,0.3225806451612903,16.6
1,0,0,1,0.3225806451612903,2.3
5,1,1,0,0.2903225806451613,20.0
2,0,0,0,0.2857142857142857,5.2
1,0,0,0,0.2857142857142857,3.9
4,1,0,1,0.26666666666666666,12.9
5,1,0,1,0.3225806451612903,15.5
6,0,0,0,0.25806451612903225,17.8
2,0,0,0,0.25806451612903225,4.0
1,0,1,0,0.3225806451612903,2.6
4,1,0,0,0.25806451612903225,15.0
1,0,0,1,0.25806451612903225,1.8
6,0,1,0,0.3225806451612903,14.2
1,1,0,1,0.25806451612903225,3.6
1,0,1,0,0.26666666666666666,3.7
5,1,0,0,0.3333333333333333,17.7
5,1,0,1,0.26666666666666666,18.1
3,0,0,1,0.26666666666666666,8.1
6,0,0,1,0.25806451612903225,11.2
6,0,1,0,0.26666666666666666,16.2
2,1,1,0,0.3225806451612903,7.4
2,1,1,0,0.3225806451612903,6.5
3,1,1,0,0.3,10.0
6,1,0,1,0.26666666666666666,20.0
3,1,1,0,0.26666666666666666,10.3
6,1,1,0,0.3225806451612903,20.0
4,1,1,0,0.3225806451612903,13.6
2,1,0,0,0.25806451612903225,6.4
4,0,0,1,0.25806451612903225,11.5
6,1,0,0,0.2857142857142857,19.1
5,1,0,0,0.25806451612903225,20.0
5,1,0,0,0.25806451612903225,19.0
6,0,1,0,0.26666666666666666,14.3
3,0,0,0,0.2857142857142857,8.3
2,1,0,1,0.25806451612903225,8.7
5,1,0,1,0.25806451612903225,19.5
3,1,0,0,0.3333333333333333,9.3
1,0,0,0,0.25806451612903225,1.7
6,1,0,1,0.25806451612903225,20.0
1,1,0,1,0.26666666666666666,3.7
1,1,1,0,0.26666666666666666,4.9
5,1,0,1,0.25806451612903225,18.7
2,0,0,0,0.25806451612903225,4.9
1,1,1,0,0.2903225806451613,5.3
6,1,0,1,0.25806451612903225,20.0
6,0,0,1,0.25806451612903225,15.5
2,0,0,0,0.3333333333333333,1.4
1,0,1,0,0.26666666666666666,3.8
3,0,0,0,0.3333333333333333,7.6
6,1,1,0,0.3225806451612903,20.0
1,1,1,0,0.3225806451612903,3.4
3,1,1,0,0.26666666666666666,9.2
4,1,1,0,0.26666666666666666,12.6
2,0,1,0,0.26666666666666666,6.9
4,1,1,0,0.26666666666666666,17.4
2,1,0,0,0.25806451612903225,7.7
6,0,0,1,0.26666666666666666,15.4
4,0,0,1,0.25806451612903225,10.7
1,0,1,0,0.3225806451612903,3.0
2,1,1,0,0.26666666666666666,6.0
2,1,1,0,0.2903225806451613,9.1
4,1,1,0,0.3,14.6
6,1,1,0,0.3,20.0
1,1,0,1,0.25806451612903225,4.8
6,1,0,1,0.26666666666666666,20.0
5,1,0,1,0.26666666666666666,20.0
2,1,0,1,0.25806451612903225,6.9
1,0,1,0,0.3,1.9
3,1,0,0,0.3333333333333333,10.4
5,1,0,0,0.25806451612903225,20.0
6,0,0,0,0.2857142857142857,11.9
5,1,1,0,0.3225806451612903,16.2
2,1,0,1,0.25806451612903225,6.2
2,0,0,0,0.3333333333333333,3.9
6,0,0,0,0.2857142857142857,18.1
2,1,0,1,0.25806451612903225,7.6
2,1,0,0,0.2857142857142857,7.6
5,1,0,0,0.25806451612903225,16.4
4,0,0,0,0.3333333333333333,7.5
6,0,0,1,0.25806451612903225,15.5
2,1,0,0,0.25806451612903225,6.8
5,0,1,0,0.3225806451612903,11.1
6,0,0,0,0.25806451612903225,16.3
2,1,0,0,0.25806451612903225,8.8
6,0,0,1,0.26666666666666666,13.6
3,1,0,0,0.3333333333333333,10.0
4,1,0,0,0.3333333333333333,15.2
4,1,1,0,0.2903225806451613,16.4
5,0,0,1,0.26666666666666666,13.8
3,1,1,0,0.3225806451612903,10.0
3,1,1,0,0.3,12.5
6,0,0,1,0.26666666666666666,15.3
5,0,0,1,0.25806451612903225,9.6
2,1,1,0,0.3225806451612903,7.9
5,0,0,1,0.3225806451612903,10.5
4,0,1,0,0.26666666666666666,8.8
1,0,0,1,0.25806451612903225,1.9
1,1,0,0,0.25806451612903225,2.9
5,0,1,0,0.26666666666666666,13.2
1,1,1,0,0.3225806451612903,4.9
4,0,0,0,0.3333333333333333,8.3
4,1,0,1,0.3225806451612903,13.2
3,1,0,0,0.25806451612903225,11.0
3,0,0,1,0.26666666666666666,9.2
6,0,1,0,0.3,14.9
3,0,0,1,0.26666666666666666,8.4
4,1,1,0,0.26666666666666666,13.6
1,0,1,0,0.3225806451612903,1.0
1,1,0,1,0.3225806451612903,4.0
6,1,0,1,0.25806451612903225,20.0
5,1,0,1,0.3225806451612903,18.0
1,1,0,0,0.3333333333333333,4.5
3,1,1,0,0.26666666666666666,11.6
2,0,1,0,0.3225806451612903,3.6
4,0,1,0,0.26666666666666666,11.8
2,1,1,0,0.3,8.9
6,1,1,0,0.2903225806451613,20.0
3,1,1,0,0.3,8.5
3,0,1,0,0.26666666666666666,7.0
3,1,0,1,0.3225806451612903,6.9
2,0,1,0,0.2903225806451613,2.9
6,0,1,0,0.3,14.8
5,0,0,0,0.3333333333333333,11.1
2,0,1,0,0.2903225806451613,4.3
5,1,1,0,0.2903225806451613,18.6
6,1,0,0,0.3333333333333333,20.0
6,0,1,0,0.3225806451612903,12.9
4,0,0,0,0.2857142857142857,12.0
1,0,0,1,0.26666666666666666,3.5
5,1,0,0,0.25806451612903225,20.0
2,1,0,1,0.25806451612903225,6.3
4,1,0,1,0.26666666666666666,16.4
1,1,0,0,0.2857142857142857,4.8
5,1,0,0,0.25806451612903225,19.8
6,0,1,0,0.3225806451612903,15.7
3,0,0,1,0.25806451612903225,6.8
5,1,1,0,0.26666666666666666,18.4
4,1,1,0,0.3225806451612903,14.8
1,1,1,0,0.3,5.4
1,0,0,1,0.3225806451612903,0.9
2,1,1,0,0.3225806451612903,5.1
6,0,0,1,0.25806451612903225,17.2
6,1,1,0,0.3225806451612903,20.0
2,0,1,0,0.2903225806451613,5.8
1,0,1,0,0.3,3.3
6,0,1,0,0.26666666666666666,12.7
2,1,0,0,0.3333333333333333,5.8
4,0,1,0,0.2903225806451613,9.0
6,1,1,0,0.2903225806451613,19.8
6,0,1,0,0.3225806451612903,12.9
5,1,0,0,0.25806451612903225,18.7
4,1,0,1,0.25806451612903225,13.0
5,0,1,0,0.3225806451612903,12.3
4,0,0,1,0.3225806451612903,10.6
6,0,0,1,0.26666666666666666,15.3
2,1,1,0,0.3,12.1
6,0,0,0,0.25806451612903225,14.2
6,0,0,0,0.25806451612903225,16.0
5,1,0,1,0.25806451612903225,16.8
3,1,0,0,0.3333333333333333,10.1
1,0,1,0,0.3,0.7
4,0,0,0,0.25806451612903225,8.6
3,0,0,1,0.25806451612903225,6.8
4,1,0,0,0.25806451612903225,14.7
2,0,1,0,0.2903225806451613,4.1
6,1,0,0,0.3333333333333333,20.0
4,0,1,0,0.3225806451612903,11.3
3,0,0,1,0.26666666666666666,8.6
3,1,1,0,0.2903225806451613,12.2
4,1,0,0,0.25806451612903225,14.5
2,0,1,0,0.2903225806451613,4.7
1,1,1,0,0.3,5.7
6,0,1,0,0.3225806451612903,14.8
1,1,0,0,0.25806451612903225,4.2
5,1,1,0,0.3,20.0
5,0,1,0,0.2903225806451613,12.8
1,0,0,1,0.25806451612903225,3.2
3,1,0,0,0.25806451612903225,14.8
2,1,0,0,0.25806451612903225,8.7
5,1,0,1,0.26666666666666666,18.9
4,0,0,1,0.3225806451612903,9.9
4,1,0,0,0.3333333333333333,16.7
6,1,0,0,0.2857142857142857,20.0
2,0,0,1,0.25806451612903225,5.4
5,1,0,0,0.25806451612903225,18.3
1,0,1,0,0.26666666666666666,2.6
6,1,0,0,0.25806451612903225,20.0
4,0,0,1,0.3225806451612903,13.4
6,1,0,0,0.25806451612903225,20.0
1,1,0,1,0.26666666666666666,4.9
4,1,0,0,0.25806451612903225,14.5
4,0,0,0,0.25806451612903225,9.4
3,1,0,0,0.2857142857142857,7.9
6,1,0,1,0.25806451612903225,20.0
1,0,0,0,0.3333333333333333,1.5
6,1,0,0,0.25806451612903225,20.0
5,0,1,0,0.3,12.1
3,0,1,0,0.2903225806451613,9.5
5,0,0,1,0.3225806451612903,13.4
3,0,1,0,0.2903225806451613,6.6
3,1,1,0,0.2903225806451613,9.7
5,0,0,0,0.25806451612903225,11.5
5,0,0,1,0.3225806451612903,12.0
4,1,0,0,0.2857142857142857,11.6
2,1,0,1,0.25806451612903225,7.3
1,0,1,0,0.3,2.3
3,0,0,1,0.25806451612903225,9.5
2,0,0,1,0.25806451612903225,4.0
6,1,0,0,0.25806451612903225,20.0
3,1,1,0,0.2903225806451613,10.7
5,0,1,0,0.2903225806451613,12.6
3,1,0,1,0.25806451612903225,10.3
6,0,1,0,0.3,17.3
5,1,0,1,0.26666666666666666,18.9
5,1,1,0,0.3,17.2
5,1,1,0,0.26666666666666666,18.0
3,0,1,0,0.3,5.5
6,1,1,0,0.2903225806451613,20.0
2,1,0,0,0.2857142857142857,10.2
